"SpeciesCategory","cohort","Source","ProcDate","Lengthmm","Weightg","Phenosex","PhenoSex","Maturity","Comments"
"1",2001,"File2",2002-04-20,64,2.5,,,,
"1",2001,"File2",2002-04-20,75,4.2,,,,
"1",2000,"File2",2002-04-20,128,19.3,,,,
"1",2000,"File2",2002-04-20,124,18.2,,,,
"1",2001,"File2",2002-04-20,75,4.1,,,,
"1",2001,"File2",2002-04-20,72,3.6,,,,
"1",2001,"File2",2002-04-20,68,2.9,,,,
"1",2001,"File2",2003-03-31,122,18.4,,,,
"0",2001,"File2",2003-04-01,109,13.5,,,,
"1",2001,"File2",2003-04-01,127,21.5,,,,
"1",2001,"File2",2003-04-01,119,19.2,,,,
"1",2001,"File2",2003-04-01,123,19.6,,,,
"1",2001,"File2",2003-04-01,111,15,,,,
"1",2001,"File2",2003-04-01,130,22.1,,,,
"1",2001,"File2",2003-04-01,132,24.2,,,,
"1",2001,"File2",2003-04-01,125,22.1,,,,
"1",2001,"File2",2003-04-01,139,28.2,,,,
"1",2001,"File2",2003-04-01,132,22,,,,
"1",2001,"File2",2003-04-01,126,20,,,,
"1",2001,"File2",2003-04-01,127,21.5,,,,
"1",2001,"File2",2003-04-01,123,20.2,,,,
"1",2001,"File2",2003-04-01,123,18.9,,,,
"1",2001,"File2",2003-04-01,121,19.2,,,,
"1",2001,"File2",2003-04-01,124,20.9,,,,
"1",2001,"File2",2003-04-01,117,18.9,,,,
"1",2001,"File2",2003-04-01,122,19.9,,,,
"1",2001,"File2",2003-04-01,130,23.9,,,,
"1",2001,"File2",2003-04-01,126,20,,,,
"1",2001,"File2",2003-04-01,116,15.9,,,,
"1",2001,"File2",2003-04-01,129,21.3,,,,
"1",2001,"File2",2003-04-01,119,17.2,,,,
"1",2001,"File2",2003-04-01,125,22,,,,
"0",2001,"File2",2003-04-03,103,10.5,,,,
"1",2001,"File2",2003-04-06,145,23.8,,,,
"1",2001,"File2",2003-04-06,125,19.5,,,,
"1",2001,"File2",2003-04-06,129,29.3,,,,
"1",2001,"File2",2003-04-06,131,23.4,,,,
"1",2001,"File2",2003-04-06,128,21.8,,,,
"1",2001,"File2",2003-04-06,136,24.3,,,,
"1",2001,"File2",2003-04-06,120,17.5,,,,
"1",2001,"File2",2003-04-06,120,18.2,,,,
"1",2001,"File2",2003-04-06,125,19.1,,,,
"1",2001,"File2",2003-04-09,133,23.7,,,,
"1",2001,"File2",2003-04-09,127,21.1,,,,
"1",2001,"File2",2003-04-09,137,26.2,,,,
"1",2001,"File2",2003-04-09,127,20.5,,,,
"1",2001,"File2",2003-04-09,127,20.3,,,,
"1",2001,"File2",2003-04-10,114,17.2,,,,
"1",2001,"File2",2003-04-10,123,18.6,,,,
"1",2001,"File2",2003-04-10,120,18.1,,,,
"1",2001,"File2",2003-04-10,114,16,,,,
"1",2001,"File2",2003-04-10,116,16.3,,,,
"1",2001,"File2",2003-04-10,115,15.8,,,,
"1",2001,"File2",2003-04-10,124,21.5,,,,
"1",2001,"File2",2003-04-10,121,17.9,,,,
"1",2001,"File2",2003-04-10,134,23.9,,,,
"1",2001,"File2",2003-04-10,125,19.9,,,,
"1",2001,"File2",2003-04-14,132,23.2,,,,
"1",2001,"File2",2003-04-14,142,28.1,,,,
"1",2001,"File2",2003-04-14,125,22.4,,,,
"1",2001,"File2",2003-04-14,122,18.5,,,,
"1",2001,"File2",2003-04-14,137,28.3,,,,
"1",2001,"File2",2003-04-14,142,29.4,,,,
"1",2001,"File2",2003-04-14,116,16.2,,,,
"1",2001,"File2",2003-04-14,137,25.1,,,,
"1",2001,"File2",2003-04-14,125,20.9,,,,
"1",2001,"File2",2003-04-14,123,18.2,,,,
"1",2001,"File2",2003-04-14,129,22.4,,,,
"1",2001,"File2",2003-04-14,132,22.2,,,,
"1",2001,"File2",2003-04-14,132,24,,,,
"1",2001,"File2",2003-04-14,140,25.6,,,,
"1",2001,"File2",2003-04-14,120,17,,,,
"1",2001,"File2",2003-04-14,115,15.3,,,,
"1",2001,"File2",2003-04-14,107,12.7,,,,
"1",2001,"File2",2003-04-14,107,12.4,,,,
"1",2001,"File2",2003-04-14,130,21.2,,,,
"1",2001,"File2",2003-04-14,137,25.3,,,,
"1",2001,"File2",2003-04-14,133,24.6,,,,
"1",2001,"File2",2003-04-14,132,23.2,,,,
"1",2001,"File2",2003-04-14,124,19.9,,,,
"1",2001,"File2",2003-04-14,123,18.7,,,,
"1",2001,"File2",2003-04-14,117,16.5,,,,
"1",2001,"File2",2003-04-14,137,25.3,,,,
"1",2001,"File2",2003-04-14,140,27.2,,,,
"1",2001,"File2",2003-04-14,132,25,,,,
"1",2001,"File2",2003-04-14,124,20,,,,
"1",2001,"File2",2003-04-14,136,25.3,,,,
"1",2001,"File2",2003-04-14,123,18,,,,
"1",2001,"File2",2003-04-14,124,20.9,,,,
"1",2001,"File2",2003-04-14,110,13.6,,,,
"1",2001,"File2",2003-04-14,125,19.5,,,,
"1",2001,"File2",2003-04-14,129,21.4,,,,
"1",2001,"File2",2003-04-14,124,20.3,,,,
"1",2001,"File2",2003-04-14,122,20.7,,,,
"1",2001,"File2",2003-04-14,126,21.1,,,,
"1",2001,"File2",2003-04-14,135,24.4,,,,
"1",2001,"File2",2003-04-14,135,23.4,,,,
"1",2001,"File2",2003-04-14,128,21.8,,,,
"1",2001,"File2",2003-04-14,142,26.1,,,,
"1",2001,"File2",2003-04-14,123,19.3,,,,
"1",2001,"File2",2003-04-14,130,23.3,,,,
"1",2001,"File2",2003-04-14,128,21.9,,,,
"1",2001,"File2",2003-04-14,122,18.6,,,,
"1",2001,"File2",2003-04-14,110,13.5,,,,
"1",2001,"File2",2003-04-14,116,15.8,,,,
"1",2001,"File2",2003-04-14,112,14.1,,,,
"1",2001,"File2",2003-04-15,145,30.8,,,,
"1",2001,"File2",2003-04-15,121,18.5,,,,
"1",2001,"File2",2003-04-15,121,19,,,,
"1",2001,"File2",2003-04-16,114,16.2,,,,
"1",2001,"File2",2003-04-16,117,17.7,,,,
"1",2001,"File2",2003-04-17,124,18.9,,,,
"1",2001,"File2",2003-04-17,130,22.6,,,,
"1",2001,"File2",2003-04-17,130,21.5,,,,
"1",2001,"File2",2003-04-17,144,29.8,,,,
"1",2001,"File2",2003-04-17,131,21.5,,,,
"1",2001,"File2",2003-04-17,125,20.5,,,,
"1",2001,"File2",2003-04-17,121,17.4,,,,
"1",2001,"File2",2003-04-17,147,22.1,,,,
"1",2001,"File2",2003-04-18,132,21.8,,,,
"1",2001,"File2",2003-04-18,135,23,,,,
"1",2001,"File2",2003-04-18,124,22.6,,,,
"1",2001,"File2",2003-04-18,122,21.3,,,,
"1",2001,"File2",2003-04-18,123,18.2,,,,
"1",2001,"File2",2003-04-18,115,16.7,,,,
"1",2001,"File2",2003-04-18,124,19.8,,,,
"1",2001,"File2",2003-04-18,118,18.3,,,,
"1",2001,"File2",2003-04-18,118,15.5,,,,
"1",2001,"File2",2003-04-18,116,15.6,,,,
"0",2003,"File2",2004-03-29,78,4.6,,,,
"0",2003,"File2",2004-03-29,84,6.1,,,,
"0",2003,"File2",2004-03-30,86,6.6,,,,
"0",2003,"File2",2004-03-30,86,6.4,,,,
"0",2003,"File2",2004-03-30,64,2.6,,,,
"0",2003,"File2",2004-03-31,82,6,,,,
"0",2003,"File2",2004-04-01,79,4.8,,,,
"0",2003,"File2",2004-04-05,74,4.2,,,,
"0",2003,"File2",2004-04-05,84,6.3,,,,
"0",2003,"File2",2004-04-05,76,5.2,,,,
"0",2003,"File2",2004-04-05,73,4.1,,,,
"0",2003,"File2",2004-04-05,73,4.3,,,,
"0",2003,"File2",2004-04-07,77,4.7,,,,
"0",2003,"File2",2004-04-13,82,6,,,,
"0",2003,"File2",2004-04-13,78,5.4,,,,
"0",2003,"File2",2004-04-13,84,6.6,,,,
"0",2003,"File2",2004-04-13,67,3.1,,,,
"0",2003,"File2",2004-04-13,76,4.4,,,,
"0",2003,"File2",2004-04-13,77,4.6,,,,
"0",2003,"File2",2004-04-13,73,4.3,,,,
"0",2003,"File2",2004-04-13,77,4.9,,,,
"1",2003,"File2",2004-04-13,100,9.9,"F",,,
"0",2003,"File2",2004-04-14,81,5.2,,,,
"0",2003,"File2",2004-04-14,75,4.4,,,,
"0",2003,"File2",2004-04-15,87,7.1,,,,
"0",2003,"File2",2004-04-15,78,5,,,,
"1",2003,"File2",2004-04-15,97,13.6,"M",,,
"1",2003,"File2",2004-04-19,100,10,"F",,,
,2008,,2010-04-12,130,21.4,,,,"pre-smolt"
"Fry",2008,,2010-04-12,123,19.4,,,,"pre-smolt"
,2008,,2010-04-12,131,23.9,,,,"pre-smolt"
,2008,,2010-04-12,135,25.4,,,,"pre-smolt"
"Fry",2008,,2010-04-12,141,27.5,,,,"pre-smolt"
"Fry",2008,,2010-04-12,124,19.8,,,,"pre-smolt"
"Fry",2008,,2010-04-12,124,21.1,,,,"pre-smolt"
,2008,,2010-04-12,129,22.4,,,,
,2008,,2010-04-12,126,22.8,,,,
"Fry",2008,,2010-04-13,106,12.7,,,,
"Smolt",2008,,2010-04-14,133,25,,,,
"Smolt",2008,,2010-04-14,135,26.3,,,,
"Smolt",2008,,2010-04-14,134,24.7,,,,
"Smolt",2008,,2010-04-19,140,29.23,,,,
"Smolt",2008,,2010-04-19,123,21.05,,,,
"",2015,,2017-03-30,130,20.5,,"","","SMOLT"
"",2016,,2017-03-31,65,3,,"","","CLIP MIXUP- NO DNA SAMPLE"
"",2016,,2017-03-31,59,2.1,,"","",""
"",2016,,2017-03-31,65,2.7,,"","",""
"",2015,,2017-03-31,123,19.7,,"","","SMOLT"
"",2015,,2017-03-31,128,29.9,,"","","SMOLT"
"",2015,,2017-03-31,119,18,,"","","SMOLT"
"",2015,,2017-03-31,129,23.2,,"","","SMOLT"
"",2015,,2017-03-31,107,12.5,,"","","SMOLT"
"",2015,,2017-03-31,128,21.6,,"","","SMOLT"
"",2015,,2017-03-31,142,29.6,,"","","SMOLT"
"",2016,,2017-03-31,61,2.4,,"","",""
"",2016,,2017-03-31,66,2.7,,"","",""
"",2016,,2017-03-31,62,,,"","",""
"",2016,,2017-03-31,69,3.4,,"","",""
"",2015,,2017-03-31,133,24.4,,"","","SMOLT"
"",2015,,2017-03-31,123,19.4,,"","","SMOLT"
"",2015,,2017-03-31,118,17.2,,"","","SMOLT"
"",2015,,2017-03-31,145,31.6,,"","","SMOLT"
"",2015,,2017-03-31,135,25.1,,"","","SMOLT"
"",2016,,2017-04-02,64,2.7,,"","",""
"",2016,,2017-04-02,61,2.2,,"","",""
"",2016,,2017-04-02,71,4.2,,"","",""
"",2016,,2017-04-02,64,2.7,,"","",""
"",2016,,2017-04-02,80,5.5,,"","",""
"",2015,,2017-04-02,124,19.4,,"","","SMOLT"
"",2016,,2017-04-02,61,2.4,,"","",""
"",2015,,2017-04-02,120,17.9,,"","","SMOLT"
"Possible Hybrid",2016,,2017-04-02,69,3.4,,"","",""
"",2015,,2017-04-04,102,11.6,,"","",""
"",2016,,2017-04-04,73,4.5,,"","",""
"",2015,,2017-04-04,125,20.3,,"","","SMOLT"
"",2016,,2017-04-04,69,3.3,,"","",""
"",2016,,2017-04-04,69,3.5,,"","",""
"",2015,,2017-04-04,136,25.4,,"","","SMOLT"
"",2015,,2017-04-04,125,20.4,,"","","SMOLT"
"",2015,,2017-04-04,145,29.9,,"","","SMOLT- RR493 AND RR494 TAG ORDER WRONG! HOPE TO SORT BY SLDT DATA"
"",2015,,2017-04-04,137,24.9,,"","","SMOLT"
"",2015,,2017-04-04,112,15.6,,"","","SMOLT"
"",2016,,2017-04-04,60,2.2,,"","",""
"",2016,,2017-04-04,70,3.9,,"","",""
"",2015,,2017-04-04,134,25.2,,"","","SMOLT"
"",2015,,2017-04-04,127,21.7,,"","",""
"",2015,,2017-04-04,121,17.7,,"","","SMOLT"
"",2015,,2017-04-04,132,24.6,,"","","SMOLT"
"",2015,,2017-04-04,129,23.7,,"","","SMOLT- DEAD-DAMAGED IN TRAP AND FAILED TO RECOVER FROM ANAESTHESIA"
"",2016,,2017-04-04,69,3.6,,"","",""
"",2016,,2017-04-04,68,3.3,,"","",""
"",2015,,2017-04-04,130,24.3,,"","","SMOLT"
"",2015,,2017-04-04,116,17.1,,"","",""
"",2015,,2017-04-04,120,18.9,,"","","SMOLT- DEAD IN TRAP- HEAVY SCALE LOSS"
"",2016,,2017-04-04,59,3.1,,"","","DEAD IN TRAP- ALREADY PARTLY DECOMPOSED"
"",2015,,2017-04-06,143,29.5,,"","","SMOLT"
"",2015,,2017-04-06,124,20.7,,"","","SMOLT- MAY NOT HAVE RECOVERED FROM ANAESTHESIA"
"",2015,,2017-04-06,132,23.6,,"","","SMOLT"
"",2016,,2017-04-06,64,2.8,,"","",""
"",2015,,2017-04-13,139,24.6,,"","","SMOLT"
"",2015,,2017-04-13,142,27,,"","","SMOLT"
"",2015,,2017-04-13,128,18.8,,"","","SMOLT"
"",2015,,2017-04-13,135,24.3,,"","","SMOLT"
"",2015,,2017-04-14,132,23.7,,"","","SMOLT"
"",2015,,2017-04-14,123,19.1,,"","","SMOLT"
"",2015,,2017-04-16,128,20,,"","","SMOLT"
"",2015,,2017-04-16,134,23.2,,"","","SMOLT"
"",2015,,2017-04-16,120,18.9,,"","","SMOLT- DEAD IN TRAP"
"",2015,,2017-04-16,142,30,,"","","SMOLT"
"",2015,,2017-04-18,126,20,,"","","SMOLT"
"",2015,,2017-04-18,129,21.8,,"","","SMOLT"
"",2015,,2017-04-18,147,30.1,,"","","SMOLT"
"",2015,,2017-04-18,121,16.2,,"","","SMOLT"
"",2015,,2017-04-19,126,20.6,,"","","SMOLT"
"",2015,,2017-04-19,131,21.1,,"","","SMOLT"
"",2016,,2017-04-19,66,3.3,,"","",""
"",2015,,2017-04-19,121,17.5,,"","","SMOLT"
"",2015,,2017-04-19,122,18.1,,"","","SMOLT"
"",2015,,2017-04-19,125,19.6,,"","","SMOLT"
"",2015,,2017-04-19,121,17.8,,"","","SMOLT"
"",2015,,2017-04-19,131,23.9,,"","","SMOLT"
"",2015,,2017-04-19,130,21.2,,"","","SMOLT"
"",2015,,2017-04-20,122,17.4,,"","","SMOLT"
"",2015,,2017-04-20,134,23.1,,"","","SMOLT"
"",2015,,2017-04-20,114,14.9,,"","","SMOLT"
"",2015,,2017-04-20,121,17.3,,"","","SMOLT"
"",2015,,2017-04-20,117,16.4,,"","","SMOLT"
"",2015,,2017-04-20,117,16.5,,"","","SMOLT"
"",2016,,2018-03-31,110,14.36,,"","","Green Parr mark but still silver. In Trap since yesterday. Released downstream. KPP and SMR"
"Presmolt",2016,,2018-04-04,113,15.85,,"","",""
"Presmolt",2016,,2018-04-04,120,18.43,,"","",""
"Presmolt",2016,,2018-04-04,107,12.78,,"","",""
"Smolt",2016,,2018-04-04,119,17.42,,"M","Precocious",""
"Presmolt",2016,,2018-04-04,109,12.77,,"","","pectoral fins eaten away"
"Presmolt",2016,,2018-04-04,141,29.96,,"","",""
"Presmolt",2016,,2018-04-04,114,14.7,,"","",""
"",2016,,2018-04-04,123,20.81,,"M","Precocious",""
"Presmolt",2016,,2018-04-04,122,19.03,,"","",""
"Smolt",2016,,2018-04-04,114,14.95,,"","",""
"Presmolt",2016,,2018-04-06,115,15.77,,"","",""
"Presmolt",2016,,2018-04-07,122,19.22,,"","",""
"Presmolt",2016,,2018-04-07,119,17.2,,"","",""
"",2016,,2018-04-07,108,,,"M","Precocious",""
"Presmolt?",2016,,2018-04-07,116,,,"","",""
"",2016,,2018-04-07,101,,,"","",""
"",2016,,2018-04-08,125,20.04,,"","",""
"Presmolt",2016,,2018-04-08,142,28.1,,"","","Provenance - Ranchie?"
"Presmolt",2016,,2018-04-10,115,16.19,,"","",""
"Presmolt",2016,,2018-04-11,127,20.67,,"","","Not Previously tagged"
"",2016,,2018-04-12,113,15.31,,"","",""
"Presmolt",2016,,2018-04-12,121,18.22,,"","",""
"Presmolt?",2016,,2018-04-14,126,20.94,,"","","DNA maybe compromised - might be fragment from previous fish (KP). Not ranched!"
"",2016,,2018-04-14,107,12.67,,"M","Precocious",""
"Smolt",2016,,2018-04-14,122,17.61,,"","",""
"Smolt",2016,,2018-04-16,132,22.13,,"","","Smolting"
"",2016,,2018-04-16,154,32.4,,"","",""
"",2016,,2018-04-16,121,17.62,,"","",""
"",2016,,2018-04-16,115,15.64,,"","",""
"",2016,,2018-04-16,138,26,,"","",""
"",2016,,2018-04-16,118,16.7,,"","",""
"Smolt",2016,,2018-04-17,105,12.49,,"","",""
"Smolt",2016,,2018-04-17,123,20.09,,"","",""
"Smolt",2016,,2018-04-17,110,,,"","",""
"Smolt",2016,,2018-04-17,111,13.96,,"","",""
"Smolt",2016,,2018-04-17,120,,,"","",""
"Smolt",2016,,2018-04-17,125,20.22,,"","",""
"Smolt",2016,,2018-04-17,125,19.05,,"","",""
"Smolt",2016,,2018-04-17,144,15.64,,"","",""
"Smolt",2016,,2018-04-17,129,22.08,,"","",""
"Smolt",2016,,2018-04-17,107,13.58,,"","",""
"Smolt",2016,,2018-04-17,115,16.75,,"","","Fat"
"Smolt",2016,,2018-04-17,115,16.92,,"","",""
"Smolt",2016,,2018-04-17,120,17.84,,"","",""
"",2016,,2018-04-20,132,22.25,,"","","Scales came off easy"
"Presmolt",2016,,2018-04-20,124,17.72,,"","",""
"",2015,,2017-03-31,129,22.3,,"","","SILVER"
"Presmolt",2016,,2018-04-04,111,14.41,,"","",""
"Presmolt",2016,,2018-04-06,108,14.71,,"","",""
"Smolt",2016,,2018-04-07,145,,,"","","Ranched?"
"Smolt",2016,,2018-04-07,134,,,"","",""
"",2016,,2018-04-07,108,,,"M","Precocious",""
"Smolt",2016,,2018-04-07,137,,,"","",""
"Smolt",2016,,2018-04-07,108,,,"","","Not ranched"
"Smolt",2016,,2018-04-07,134,,,"","",""
"Presmolt",2016,,2018-04-09,105,12.28,,"M","Precocious",""
"Smolt",2016,,2018-04-16,136,22.62,,"","",""
"Smolt",2016,,2018-04-16,121,15.98,,"","",""
"Smolt",2016,,2018-04-16,152,36.54,,"","",""
"Smolt",2016,,2018-04-16,135,22.09,,"","",""
"Smolt",2016,,2018-04-16,123,16.15,,"","",""
"Smolt",2016,,2018-04-16,145,26.08,,"","",""
"Smolt",2016,,2018-04-16,127,20.17,,"","",""
"Smolt",2016,,2018-04-16,120,17.27,,"","",""
"Smolt",2016,,2018-04-16,141,26.28,,"","",""
"Smolt",2016,,2018-04-16,119,16.27,,"","",""
"Smolt",2016,,2018-04-16,119,15.49,,"","",""
"Smolt",2016,,2018-04-16,135,23.11,,"","",""
"Smolt",2016,,2018-04-17,143,27.38,,"","",""
"Smolt",2016,,2018-04-17,134,24.58,,"","",""
"Smolt",2016,,2018-04-17,139,24.11,,"","",""
"Smolt",2016,,2018-04-17,135,23.56,,"","",""
"Smolt",2016,,2018-04-17,124,18.66,,"","",""
"Smolt",2016,,2018-04-17,110,13.67,,"","",""
"Ranched?",2016,,2018-04-17,150,30.07,,"","",""
"Smolt",2016,,2018-04-17,109,13.91,,"","","Pre clipped"
"Ranched?",2016,,2018-04-17,142,26.1,,"","",""
"Smolt",2016,,2018-04-17,117,16.31,,"","",""
"Smolt wild",2016,,2018-04-05,119,17.52,,"","","Respirometer ch3"
"",2016,,2018-04-06,102,10.87,,"","","Respirometer ch1"
"Wild",2016,,2018-04-10,111,12.66,,"","","Bled"
"Wild",2016,,2018-04-10,109,12.49,,"","","Bled & Precocious"
"Wild",2016,,2018-04-10,117,16.78,,"","","Bled"
"Wild",2016,,2018-04-10,104,10.21,,"","","Bled"
"Wild",2016,,2018-04-19,134,20.96,,"","","Respirometer, no DNA taken"
"Wild",2016,,2018-04-19,140,24.33,,"","","Respirometer, no DNA taken"
"1",1996,"File1",1998-04-22,122,21.9,,,,
"1",1996,"File1",1998-04-22,133,24.5,,,,
"1",1996,"File1",1998-04-22,124,21.5,,,,
"1",1996,"File1",1998-04-22,131,22.9,,,,
"1",1996,"File1",1998-04-22,115,17,,,,
"1",1996,"File1",1998-04-22,132,22.5,,,,
"1",1996,"File1",1998-04-22,125,22.6,,,,
"1",1996,"File1",1998-04-22,117,15.2,,,,
"1",1996,"File1",1998-04-22,131,23,,,,
"1",1996,"File1",1998-04-22,132,24.7,,,,
"1",1996,"File1",1998-04-24,123,18.9,,,,
"1",1996,"File1",1998-04-24,114,14.1,,,,
"1",1996,"File1",1998-04-24,130,22,,,,
"1",1996,"File1",1998-04-28,120,17.4,,,,
"1",1996,"File1",1998-04-28,130,22.9,,,,
"1",1996,"File1",1998-04-28,122,18.8,,,,
"1",1996,"File1",1998-04-28,133,23.3,,,,
"1",1997,"File1",1998-04-28,94,8.1,,,,
"1",1996,"File1",1998-04-30,128,19.4,,,,
"1",1996,"File1",1998-05-05,131,21.9,,,,
"1",1996,"File1",1998-05-05,136,24.3,,,,
"1",1996,"File1",1998-05-05,129,22.2,,,,
"1",1997,"File1",1998-05-07,86,7.6,,,,
"1",1997,"File1",1998-05-08,89,7.5,,,,
"1",1997,"File1",1998-05-11,93,9,,,,
"1",1997,"File1",1998-05-11,96,8.7,,,,
"1",1997,"File1",1999-04-21,117,17.2,,,,
"1",1997,"File1",1999-04-21,112,15.7,,,,
"1",1997,"File1",1999-04-21,112,15.1,,,,
"1",1997,"File1",1999-04-21,111,13.9,,,,
"1",1997,"File1",1999-04-21,125,20,,,,
"1",1997,"File1",1999-04-21,118,18.7,,,,
"1",1997,"File1",1999-04-21,119,17.5,,,,
"1",1997,"File1",1999-04-21,114,15.1,,,,
"1",1997,"File1",1999-04-21,108,12.7,,,,
"0",1997,"File1",1999-04-21,106.33,11.92,,,,
"1",1997,"File1",1999-04-22,125,21.9,,,,
"1",1997,"File1",1999-04-22,130,22.3,,,,
"1",1997,"File1",1999-04-22,121,18.6,,,,
"1",1997,"File1",1999-04-22,115,16.1,,,,
"1",1997,"File1",1999-04-22,112,14.1,,,,
"1",1997,"File1",1999-04-22,109,12.3,,,,
"1",1997,"File1",1999-04-22,111,14.1,,,,
"1",1997,"File1",1999-04-22,119,18,,,,
"0",1997,"File1",1999-04-23,104.66,11,,,,
"1",1997,"File1",1999-04-23,110,14.1,,,,
"1",1997,"File1",1999-04-23,120,17.1,,,,
"1",1997,"File1",1999-04-23,109,14.4,,,,
"1",1997,"File1",1999-04-23,116,16.7,,,,
"1",1997,"File1",1999-04-23,130,22.3,,,,
"1",1997,"File1",1999-04-23,112,13.7,,,,
"1",1997,"File1",1999-04-23,116,16.2,,,,
"1",1997,"File1",1999-04-23,120,17.6,,,,
"1",1997,"File1",1999-04-26,114,16.2,,,,
"1",1997,"File1",1999-04-26,118,16.9,,,,
"1",1997,"File1",1999-04-26,109,13,,,,
"1",1997,"File1",1999-04-26,108,12.6,,,,
"1",1997,"File1",1999-04-26,126,20.9,,,,
"1",1997,"File1",1999-04-26,118,16.5,,,,
"1",1997,"File1",1999-04-26,114,15.3,,,,
"1",1997,"File1",1999-04-26,114,14.9,,,,
"1",1997,"File1",1999-04-26,127,21.3,,,,
"1",1997,"File1",1999-04-26,108,12.7,,,,
"1",1997,"File1",1999-04-26,113,14,,,,
"0",1997,"File1",1999-04-27,105.43,11.74,,,,
"1",1997,"File1",1999-04-27,115,16.3,,,,
"1",1997,"File1",1999-04-27,112,15.5,,,,
"1",1997,"File1",1999-04-27,113,15.1,,,,
"1",1997,"File1",1999-04-28,113,15.4,,,,
"1",1997,"File1",1999-04-28,119,15.9,,,,
"1",1997,"File1",1999-04-28,110,13.5,,,,
"1",1997,"File1",1999-04-28,117,15.7,,,,
"1",1997,"File1",1999-04-28,117,16.3,,,,
"1",1997,"File1",1999-04-28,115,15.8,,,,
"1",1997,"File1",1999-04-28,117,15.9,,,,
"1",1997,"File1",1999-04-30,127,19.8,,,,
"1",1997,"File1",1999-04-30,128,21,,,,
"1",1997,"File1",1999-04-30,115,15.3,,,,
"1",1997,"File1",1999-04-30,106,12.1,,,,
"1",1997,"File1",1999-04-30,109,13.5,,,,
"1",1997,"File1",1999-04-30,119,16.8,,,,
"1",1997,"File1",1999-04-30,108,12.3,,,,
"1",1997,"File1",1999-04-30,119,16.4,,,,
"1",1997,"File1",1999-04-30,126,18.6,,,,
"1",1997,"File1",1999-04-30,122,18.1,,,,
"1",1997,"File1",1999-04-30,125,18.8,,,,
"1",1997,"File1",1999-04-30,108,12.3,,,,
"0",1997,"File1",1999-05-04,105.52,11.24,,,,
"1",1997,"File1",1999-05-04,118,17.1,,,,
"1",1997,"File1",1999-05-04,126,20,,,,
"1",1997,"File1",1999-05-04,117,16,,,,
"1",1997,"File1",1999-05-04,122,18.2,,,,
"1",1997,"File1",1999-05-04,113,13.8,,,,
"1",1997,"File1",1999-05-04,120,15.8,,,,
"1",1997,"File1",1999-05-04,112,12.8,,,,
"1",1997,"File1",1999-05-04,123,18.4,,,,
"1",1997,"File1",1999-05-05,115,15.1,,,,
"1",1997,"File1",1999-05-05,122,17.5,,,,
"1",1997,"File1",1999-05-05,112,14.5,,,,
"1",1997,"File1",1999-05-05,108,12.4,,,,
"1",1997,"File1",1999-05-06,120,16.7,,,,
"1",1997,"File1",1999-05-06,115,15,,,,
"1",1997,"File1",1999-05-06,122,17.4,,,,
"1",1997,"File1",1999-05-07,111,14.5,,,,
"1",1997,"File1",1999-05-07,113,14.3,,,,
"1",1997,"File1",1999-05-07,109,12.9,,,,
"1",1997,"File1",1999-05-10,128,18.1,,,,
"1",1997,"File1",1999-05-10,113,14.5,,,,
"1",1997,"File1",1999-05-10,125,20.9,,,,
"1",1997,"File1",1999-05-10,120,17.1,,,,
"1",1997,"File1",1999-05-10,111,14.3,,,,
"1",1997,"File1",1999-05-10,114,15.7,,,,
"1",1997,"File1",1999-05-10,116,16.8,,,,
"1",1997,"File1",1999-05-10,116,15.9,,,,
"1",1997,"File1",1999-05-10,120,16.8,,,,
"1",1997,"File1",1999-05-10,128,20.3,,,,
"1",1997,"File1",1999-05-10,110,13.1,,,,
"1",1997,"File1",1999-05-10,119,15.2,,,,
"0",1999,"File1",1999-05-10,29,,,,,
"0",1999,"File1",1999-05-10,32,,,,,
"0",1999,"File1",1999-05-10,29,,,,,
"0",1999,"File1",1999-05-10,30,,,,,
"0",1999,"File1",1999-05-10,28,,,,,
"0",1999,"File1",1999-05-10,29,,,,,
"0",1999,"File1",1999-05-10,28,,,,,
"1",1997,"File1",1999-05-12,121,19.3,,,,
"1",1999,"File1",2001-04-24,140,26.5,,,,
"1",1999,"File1",2001-04-24,130,21.2,,,,
"1",1999,"File1",2001-04-26,134,25.7,,,,
"0",2000,"File1",2001-05-11,95,9.8,,,,
"0",2000,"File1",2001-05-11,90,7.7,,,,
"1",2001,"File2",2002-04-21,104,10.1,,,,
"1",2000,"File2",2002-04-21,134,23.3,,,,
"1",2001,"File2",2002-04-21,74,4.1,,,,
"1",2000,"File2",2002-04-21,127,18,,,,
"1",2000,"File2",2002-04-21,124,15.1,,,,
"1",2001,"File2",2002-04-21,74,4.7,,,,
"1",2000,"File2",2002-04-21,131,20.1,,,,
"1",2001,"File2",2002-04-21,96,7.6,,,,
"1",2001,"File2",2002-04-21,73,4.2,,,,
"1",2001,"File2",2002-04-21,73,4,,,,
"1",2000,"File2",2002-04-21,126,19.2,,,,
"1",2000,"File2",2002-04-21,126,18.9,,,,
"1",2001,"File2",2002-04-21,68,3.3,,,,
"1",2001,"File2",2002-04-21,68,3.3,,,,
"1",2001,"File2",2002-04-22,81,5.6,,,,
"1",2001,"File2",2002-04-22,64,5.6,,,,
"1",2001,"File2",2002-04-22,77,4.9,,,,
"1",2001,"File2",2002-04-23,73,4.2,,,,
"1",2000,"File2",2002-04-24,116,17,,,,
"1",2001,"File2",2002-04-24,77,4.7,,,,
